1;0
2;1
3;0
4;1
5;0
6;0
7;1
8;0
9;1
10;0
11;0
12;0
13;0
14;0
15;1
16;0
17;0
18;0
19;0
20;1
21;0
22;0
23;0
24;1
25;0
26;0
27;1
28;2
29;0
30;1
31;0
32;0
33;0
34;0
35;1
36;0
37;0
38;0
39;2
40;0
41;0
42;0
43;1
44;0
45;0
46;0
47;1
48;0
49;1
50;2
51;5
52;5
53;4
54;6
55;8
56;12
57;8
58;11
59;20
60;18
61;19
62;31
63;37
64;46
65;39
66;36
67;44
68;47
69;69
70;64
71;82
72;84
73;90
74;107
75;119
76;159
77;122
78;142
79;168
80;201
81;197
82;165
83;232
84;200
85;253
86;241
87;198
88;254
89;192
90;239
91;219
92;182
93;190
94;177
95;189
96;154
97;132
98;137
99;107
100;105
101;109
102;100
103;109
104;99
105;94
106;89
107;67
108;71
109;103
110;89
111;100
112;78
113;77
114;86
115;89
116;94
117;100
118;83
119;82
120;90
121;96
122;100
123;95
124;90
125;118
126;93
127;110
128;101
129;115
130;108
131;102
132;132
133;131
134;120
135;130
136;118
137;133
138;138
139;142
140;136
141;110
142;160
143;143
144;132
145;123
146;140
147;155
148;139
149;139
150;138
151;139
152;144
153;158
154;148
155;134
156;166
157;173
158;165
159;163
160;151
161;136
162;147
163;168
164;163
165;162
166;151
167;180
168;174
169;170
170;164
171;176
172;150
173;183
174;185
175;191
176;171
177;156
178;179
179;168
180;148
181;154
182;144
183;162
184;179
185;180
186;170
187;160
188;157
189;147
190;147
191;172
192;162
193;159
194;170
195;147
196;151
197;178
198;153
199;177
200;148
201;153
202;166
203;155
204;153
205;176
206;155
207;177
208;152
209;176
210;181
211;128
212;180
213;205
214;165
215;154
216;158
217;155
218;178
219;174
220;170
221;157
222;167
223;152
224;138
225;140
226;168
227;174
228;170
229;159
230;137
231;145
232;147
233;155
234;136
235;142
236;149
237;164
238;143
239;156
240;130
241;138
242;137
243;156
244;154
245;147
246;154
247;129
248;142
249;137
250;139
251;150
252;115
253;130
254;123
255;118
256;143
257;134
258;134
259;137
260;117
261;154
262;138
263;118
264;123
265;140
266;117
267;138
268;136
269;115
270;126
271;117
272;123
273;111
274;112
275;141
276;126
277;114
278;125
279;128
280;148
281;118
282;149
283;132
284;129
285;146
286;126
287;130
288;124
289;135
290;129
291;144
292;113
293;131
294;130
295;124
296;144
297;147
298;147
299;122
300;131
301;146
302;153
303;123
304;144
305;131
306;138
307;148
308;160
309;145
310;152
311;144
312;147
313;141
314;152
315;161
316;133
317;134
318;143
319;136
320;153
321;161
322;148
323;142
324;128
325;165
326;165
327;147
328;140
329;151
330;139
331;141
332;141
333;130
334;156
335;132
336;144
337;135
338;121
339;121
340;130
341;144
342;131
343;132
344;127
345;135
346;121
347;134
348;136
349;121
350;133
351;106
352;114
353;144
354;113
355;101
356;123
357;102
358;115
359;128
360;110
361;107
362;108
363;107
364;93
365;99
366;115
367;104
368;119
369;104
370;96
371;100
372;104
373;92
374;96
375;97
376;97
377;94
378;92
379;94
380;69
381;97
382;75
383;87
384;93
385;81
386;99
387;94
388;85
389;85
390;79
391;69
392;97
393;76
394;88
395;86
396;73
397;77
398;90
399;86
400;82
401;73
402;78
403;81
404;68
405;67
406;70
407;71
408;71
409;69
410;71
411;70
412;73
413;62
414;70
415;80
416;85
417;66
418;71
419;73
420;60
421;68
