1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;0
10;0
11;0
12;0
13;0
14;0
15;1
16;0
17;0
18;1
19;0
20;0
21;0
22;1
23;1
24;0
25;0
26;1
27;0
28;0
29;0
30;1
31;1
32;0
33;0
34;1
35;1
36;0
37;0
38;0
39;0
40;1
41;1
42;0
43;0
44;0
45;2
46;1
47;1
48;4
49;2
50;2
51;2
52;2
53;5
54;10
55;10
56;7
57;11
58;21
59;18
60;14
61;23
62;18
63;24
64;29
65;21
66;35
67;24
68;29
69;53
70;42
71;32
72;47
73;51
74;48
75;53
76;52
77;59
78;60
79;68
80;47
81;66
82;51
83;53
84;80
85;66
86;66
87;65
88;73
89;72
90;70
91;77
92;74
93;66
94;74
95;78
96;75
97;84
98;81
99;95
100;104
101;95
102;86
103;85
104;75
105;80
106;88
107;93
108;85
109;97
110;98
111;100
112;94
113;88
114;97
115;104
116;125
117;117
118;90
119;93
120;121
121;109
122;117
123;99
124;122
125;121
126;126
127;132
128;130
129;121
130;137
131;139
132;130
133;129
134;149
135;133
136;127
137;136
138;151
139;120
140;166
141;156
142;140
143;162
144;159
145;157
146;162
147;158
148;147
149;148
150;157
151;162
152;161
153;165
154;168
155;181
156;174
157;170
158;184
159;182
160;191
161;200
162;186
163;172
164;150
165;168
166;158
167;187
168;169
169;167
170;165
171;167
172;198
173;176
174;192
175;163
176;178
177;163
178;177
179;193
180;169
181;189
182;161
183;170
184;199
185;152
186;179
187;183
188;154
189;172
190;188
191;213
192;185
193;181
194;186
195;172
196;181
197;172
198;188
199;183
200;180
201;178
202;193
203;182
204;179
205;172
206;190
207;173
208;162
209;165
210;189
211;205
212;189
213;185
214;174
215;182
216;169
217;190
218;191
219;195
220;173
221;198
222;171
223;187
224;191
225;190
226;160
227;171
228;180
229;147
230;176
231;182
232;145
233;162
234;211
235;147
236;158
237;177
238;182
239;173
240;174
241;123
242;179
243;151
244;176
245;152
246;158
247;155
248;160
249;175
250;172
251;174
252;165
253;166
254;176
255;156
256;164
257;154
258;171
259;156
260;142
261;171
262;182
263;173
264;149
265;162
266;186
267;155
268;166
269;178
270;151
271;173
272;171
273;168
274;163
275;158
276;162
277;166
278;188
279;160
280;168
281;206
