1;0
2;0
3;0
4;1
5;1
6;0
7;2
8;0
9;0
10;0
11;0
12;0
13;1
14;1
15;1
16;0
17;0
18;0
19;0
20;0
21;1
22;0
23;1
24;0
25;1
26;1
27;2
28;0
29;1
30;1
31;0
32;0
33;1
34;2
35;2
36;0
37;0
38;1
39;0
40;1
41;0
42;1
43;0
44;2
45;2
46;0
47;1
48;4
49;3
50;4
51;4
52;2
53;5
54;6
55;6
56;7
57;16
58;10
59;16
60;12
61;26
62;19
63;18
64;23
65;23
66;21
67;33
68;38
69;39
70;25
71;41
72;42
73;43
74;48
75;50
76;54
77;60
78;40
79;46
80;70
81;51
82;59
83;65
84;60
85;62
86;76
87;70
88;66
89;83
90;73
91;74
92;83
93;68
94;96
95;78
96;87
97;73
98;74
99;83
100;83
101;77
102;88
103;95
104;85
105;95
106;79
107;94
108;99
109;92
110;91
111;106
112;109
113;90
114;103
115;90
116;80
117;112
118;96
119;100
120;99
121;109
122;100
123;109
124;131
125;85
126;125
127;103
128;122
129;119
130;122
131;145
132;131
133;117
134;139
135;133
136;138
137;142
138;126
139;140
140;142
141;157
142;134
143;144
144;131
145;138
146;149
147;157
148;153
149;163
150;157
151;180
152;148
153;149
154;164
155;152
156;158
157;164
158;196
159;153
160;180
161;156
162;176
163;175
164;169
165;178
166;158
167;162
168;162
169;158
170;167
171;174
172;193
173;151
174;164
175;151
176;193
177;167
178;146
179;193
180;170
181;163
182;151
183;186
184;177
185;173
186;193
187;177
188;155
189;148
190;181
191;174
192;172
193;180
194;174
195;147
196;164
197;174
198;174
199;151
200;192
201;176
202;186
203;167
204;190
205;170
206;182
207;173
208;146
209;166
210;154
211;183
212;166
213;153
214;198
215;150
216;186
217;182
218;185
219;162
220;209
221;190
222;167
223;196
224;174
225;175
226;181
227;185
228;175
229;154
230;184
231;169
232;145
233;145
234;166
235;182
236;155
237;147
238;166
239;185
240;164
241;164
242;180
243;156
244;161
245;180
246;167
247;156
248;166
249;174
250;152
251;151
252;142
253;142
254;137
255;154
256;151
257;143
258;145
259;151
260;146
261;142
262;155
263;157
264;157
265;153
266;158
267;133
268;146
269;153
270;132
271;130
272;160
273;145
274;137
275;158
276;131
277;123
278;127
279;177
280;164
281;115
