1;0
2;0
3;1
4;0
5;0
6;0
7;0
8;0
9;0
10;0
11;0
12;0
13;0
14;0
15;1
16;0
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
25;0
26;0
27;1
28;0
29;1
30;0
31;0
32;0
33;1
34;0
35;0
36;0
37;1
38;1
39;3
40;1
41;0
42;1
43;1
44;1
45;0
46;1
47;2
48;4
49;6
50;4
51;9
52;8
53;23
54;24
55;21
56;35
57;35
58;48
59;42
60;50
61;55
62;66
63;86
64;90
65;92
66;111
67;124
68;134
69;136
70;158
71;180
72;162
73;188
74;176
75;181
76;204
77;168
78;192
79;212
80;228
81;184
82;218
83;187
84;186
85;175
86;164
87;123
88;139
89;123
90;110
91;120
92;115
93;107
94;94
95;98
96;70
97;68
98;79
99;93
100;83
101;77
102;110
103;116
104;116
105;124
106;165
107;169
108;180
109;204
110;231
111;268
112;293
113;288
114;378
115;378
116;470
117;513
118;565
119;653
120;737
121;783
122;907
123;1013
124;1134
125;1204
126;1297
127;1393
128;1487
129;1555
130;1596
131;1620
132;1660
133;1758
134;1686
135;1601
136;1540
137;1453
138;1287
139;1264
140;1152
141;1003
142;874
143;806
144;685
145;599
146;453
147;444
148;328
149;301
150;243
151;206
152;196
153;165
154;145
155;138
156;130
157;122
158;98
159;107
160;95
161;112
162;98
163;111
164;101
165;117
166;107
167;114
168;98
169;108
170;103
171;112
172;131
173;92
174;121
175;89
176;122
177;114
178;127
179;100
180;123
181;86
182;102
183;102
184;101
185;85
186;95
187;119
188;124
189;103
190;102
191;97
192;110
193;109
194;102
195;80
196;90
197;93
198;98
199;122
200;113
201;121
202;105
203;105
204;113
205;107
206;107
207;113
208;109
209;105
210;97
211;119
212;125
213;105
214;110
215;91
216;96
217;108
218;92
219;108
220;116
221;98
222;88
223;76
224;76
225;80
226;82
227;90
228;88
229;100
230;93
231;80
232;83
233;92
234;75
235;61
236;81
237;79
238;85
239;70
240;81
241;84
242;70
243;90
244;87
245;82
246;77
247;78
248;81
249;81
250;69
251;73
252;67
253;67
254;75
255;56
256;90
257;75
258;72
259;72
260;73
261;69
262;71
263;66
264;76
265;67
266;77
267;63
268;63
269;63
270;64
271;61
272;61
273;59
274;61
275;47
276;71
