1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;0
10;0
11;0
12;0
13;0
14;0
15;0
16;0
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
25;0
26;0
27;0
28;0
29;0
30;0
31;0
32;0
33;0
34;0
35;0
36;0
37;0
38;0
39;0
40;0
41;0
42;0
43;0
44;1
45;0
46;1
47;0
48;0
49;1
50;0
51;0
52;6
53;0
54;2
55;2
56;2
57;5
58;3
59;3
60;1
61;7
62;5
63;5
64;9
65;8
66;6
67;9
68;6
69;12
70;10
71;13
72;13
73;13
74;15
75;11
76;16
77;14
78;14
79;13
80;21
81;15
82;17
83;18
84;10
85;16
86;23
87;17
88;29
89;21
90;29
91;15
92;22
93;20
94;31
95;19
96;25
97;23
98;36
99;28
100;25
101;31
102;28
103;24
104;24
105;23
106;32
107;29
108;35
109;35
110;25
111;34
112;30
113;36
114;34
115;42
116;42
117;57
118;40
119;49
120;43
121;38
122;49
123;41
124;39
125;39
126;63
127;52
128;57
129;77
130;53
131;66
132;59
133;52
134;71
135;70
136;67
137;82
138;66
139;62
140;73
141;86
142;81
143;95
144;75
145;73
146;89
147;75
148;87
149;86
150;107
151;99
152;86
153;84
154;92
155;87
156;107
157;110
158;107
159;100
160;103
161;99
162;115
163;97
164;83
165;93
166;99
167;111
168;115
169;115
170;87
171;84
172;119
173;104
174;120
175;103
176;95
177;99
178;109
179;127
180;103
181;114
182;126
183;107
184;107
185;101
186;116
187;84
188;91
189;95
190;108
191;94
192;110
193;87
194;89
195;85
196;88
197;102
198;103
199;111
200;96
201;99
202;97
203;127
204;80
205;92
206;96
207;106
208;98
209;99
210;109
211;88
212;85
213;102
214;104
215;80
216;71
217;101
218;99
219;100
220;89
221;79
222;92
223;102
224;113
225;97
226;88
227;82
228;86
229;81
230;90
231;91
232;83
233;94
234;83
235;76
236;81
237;71
238;81
239;70
240;88
241;86
242;70
243;69
244;71
245;77
246;86
247;72
248;74
249;69
250;79
251;67
252;71
253;82
254;60
255;67
256;54
257;79
258;64
259;61
260;56
261;58
262;59
263;74
264;61
265;53
266;70
267;73
268;66
269;77
270;54
271;67
272;74
273;64
274;48
275;66
276;64
277;49
278;55
279;47
280;66
281;62
